Material,BeamEnergy_MeV,Fluence_cm2,DepositedEnergy_MeV,Dose_Gray,DamageIndex,LightYield_photons
Silicon,60,136841442453.03499,2.9421512554220715,2.0231141194901867e-10,1.6104328868278564e-08,0.0
Silicon,60,548378220696.58923,0.21429995107905048,1.4735926850636614e-11,4.700697034723833e-09,0.0
Silicon,60,166831636576.80392,2.36203891818163,1.6242109501855124e-10,1.5762512735133794e-08,0.0
Silicon,60,3185687952206.264,0.05493730889123722,3.777659122719418e-12,7.00052492245794e-09,0.0
Silicon,60,1578636345570.87,0.3687319279864554,2.5355146797482366e-11,2.328374493167357e-08,0.0
Silicon,60,2547767748911.8667,0.33988138924005484,2.3371294601400475e-11,3.46375536784469e-08,0.0
Silicon,60,4538756704891.204,0.9844761826653703,6.769562447823189e-11,1.787319149951259e-07,0.0
Silicon,60,1253968223452.886,0.14067105003221103,9.672976091871583e-12,7.055881068005749e-09,0.0
Silicon,60,2057810785947.7925,2.140020865160163,1.471544476284253e-10,1.7615032073919638e-07,0.0
Silicon,60,3780200181329.813,1.763471815126148,1.2126177136303913e-10,2.666510590123952e-07,0.0
Silicon,60,1151702845803.196,1.055741954122986,7.25960791440672e-11,4.863604051989081e-08,0.0
Silicon,60,394129750045.677,0.6132530964697885,4.216917794429038e-11,9.66805158505501e-09,0.0
Silicon,60,1455859750039.7024,2.702406787290773,1.8582584147903566e-10,1.573730107940296e-07,0.0
Silicon,60,814494223397.482,1.7763580112406936,1.2214786602788044e-10,5.787333355365538e-08,0.0
Silicon,60,4649191285189.439,0.6917784139110533,4.7568821424893194e-11,1.2864840692949768e-07,0.0
Silicon,60,4042520694026.4404,1.2102368977046554,8.32196288740105e-11,1.9569630814581718e-07,0.0
Silicon,60,3170684744987.013,0.83685579080645,5.7544790167994775e-11,1.0613623558656219e-07,0.0
Silicon,60,4358588345036.7114,0.8865917413727074,6.096478781942164e-11,1.545715372301154e-07,0.0
Silicon,60,4020323663726.581,0.40193544884713267,2.7638323495017125e-11,6.46364238516277e-08,0.0
Silicon,60,940984593841.3188,0.6200539888537304,4.263682832024334e-11,2.3338450034448686e-08,0.0
Silicon,60,4463869402464.989,0.08134176777574616,5.593311308795922e-12,1.4523961132662637e-08,0.0
Silicon,60,2701317787159.097,0.44215299058366253,3.0403805942203107e-11,4.7775829524369456e-08,0.0
Silicon,60,4039126374268.672,1.1901636424137962,8.183932981126765e-11,1.9228885431076933e-07,0.0
Silicon,60,4481495586618.231,3.062214666919552,2.1056734313498577e-10,5.489320606031036e-07,0.0
Silicon,60,1596837340109.6008,3.29857164671205,2.268199794390177e-10,2.1069129497986465e-07,0.0
Silicon,60,559159103393.107,0.8113067426245071,5.578795866515592e-11,1.8145982031308065e-08,0.0
Silicon,60,1147396461084.289,0.93298493743724,6.415492734176811e-11,4.2820144618417446e-08,0.0
Silicon,60,2141267865245.019,0.20545244767294926,1.4127545176508407e-11,1.7597148961520802e-08,0.0
Silicon,60,4091893681953.2407,1.1884542034316,8.172178350446528e-11,1.945211298525014e-07,0.0
Silicon,60,4305045610449.154,0.07327932307371657,5.038912697092155e-12,1.2618833125407557e-08,0.0
Silicon,60,44691131350.64161,0.3350332326035275,2.3037920369644624e-11,5.989205682045725e-10,0.0
Silicon,60,2558629039862.053,1.1037153289144792,7.58948766386352e-11,1.1295992369205937e-07,0.0
Silicon,60,2092880905712.4072,0.37151324843601097,2.554639898623211e-11,3.1101319354836694e-08,0.0
Silicon,60,1118317974248.9438,0.05113212223380025,3.5160027296373425e-12,2.287278854222115e-09,0.0
Silicon,60,608128182995.0771,1.7830202240231274,1.2260598036589588e-10,4.3372193963146406e-08,0.0
Silicon,60,1694699705304.1035,0.3715420670084988,2.5548380640329466e-11,2.5186089258695218e-08,0.0
Silicon,60,4715119422523.471,0.06518430279225602,4.4822740878839814e-12,1.2294070885576692e-08,0.0
Silicon,60,1622782630783.5686,0.07773255634055391,5.345130777584064e-12,5.045721691034242e-09,0.0
Silicon,60,2598765202499.397,0.2900298914748379,1.9943351567517413e-11,3.0148783585979406e-08,0.0
Silicon,60,3518064604886.9375,0.19603428462695519,1.3479923182129403e-11,2.7586451123616903e-08,0.0
Silicon,60,1824511715872.677,1.4885491170026062,1.0235723709352944e-10,1.0863501214492733e-07,0.0
Silicon,60,4859192592777.594,0.38814209172395453,2.6689849635977918e-11,7.544228708200965e-08,0.0
Silicon,60,4812612001761.135,1.6331968593550872,1.1230366283783406e-10,3.1439771226283535e-07,0.0
Silicon,60,1266393656168.5671,0.19097407952617917,1.3131967842714755e-11,9.673934512183391e-09,0.0
Silicon,60,2491270044403.0034,0.6790059991342184,4.669055071643185e-11,6.766349222452042e-08,0.0
Silicon,60,1511382765985.6807,1.1648711160543246,8.010013754162737e-11,7.042264517596048e-08,0.0
Silicon,60,1431354066943.5635,1.0555265175583584,7.258126506015668e-11,6.043328694695732e-08,0.0
Silicon,60,194065867299.11865,0.9191182503652947,6.32014110888527e-11,7.134779216303576e-09,0.0
Silicon,60,3051726026559.685,2.587891349016323,1.7795140607583573e-10,3.159014153480707e-07,0.0
Silicon,60,2518368325912.019,0.2594512035711559,1.784066649517745e-11,2.613574772773402e-08,0.0
Silicon,60,266878968737.44687,0.6806638317193622,4.680454840790248e-11,7.266194458645698e-09,0.0
Silicon,60,1400445856540.6912,2.154100866424296,1.4812263202436388e-10,1.2066806531818473e-07,0.0
Silicon,60,4542246770973.602,0.0810948403658265,5.576331817052356e-12,1.4734111071771804e-08,0.0
Silicon,60,1205413834428.1924,0.0575107599392135,3.954617569073352e-12,2.7729706263682655e-09,0.0
Silicon,60,733025411735.2032,0.26566267206370026,1.82677862629622e-11,7.789499582886727e-09,0.0
Silicon,60,2452369273785.0396,1.0024512515038266,6.893164575684125e-11,9.833522590621373e-08,0.0
Silicon,60,4928395766011.897,0.3009424390530365,2.069373206017142e-11,5.932653769769115e-08,0.0
Silicon,60,1217855804842.387,0.21101722802793718,1.4510196669605168e-11,1.0279542243022917e-08,0.0
Silicon,60,3363956381555.334,0.6139706608880999,4.221851989105991e-11,8.26148209112908e-08,0.0
Silicon,60,3810481880490.301,0.9508771786474947,6.538525313671429e-11,1.449320103923207e-07,0.0
Silicon,60,1195811344522.0745,0.28576086184830823,1.9649799898546032e-11,1.366864321674449e-08,0.0
Silicon,60,3643799579573.179,0.35766284135408116,2.4594002195737415e-11,5.213006843819799e-08,0.0
Silicon,60,1845237832269.0735,0.9507768633786289,6.537835514883998e-11,7.017637753409481e-08,0.0
Silicon,60,3165206094661.9614,2.913938889783021,2.0037144250783523e-10,3.689286853365491e-07,0.0
Silicon,60,3171313256696.8647,1.1231357274412996,7.72302832528713e-11,1.424726088601788e-07,0.0
Silicon,60,2683515673533.045,1.527416288344334,1.0502986389955044e-10,1.6395382199126757e-07,0.0
Silicon,60,460545952571.49744,0.4569848935462483,3.142369342240035e-11,8.418501724361653e-09,0.0
Silicon,60,4178159452990.2974,0.31780368659690317,2.1853163544713576e-11,5.311337909400068e-08,0.0
Silicon,60,1610692524208.962,0.6056267956749581,4.164476993538645e-11,3.901914209017134e-08,0.0
Silicon,60,940727366895.2726,1.6457535586840875,1.1316710028551378e-10,6.192821647277624e-08,0.0
Silicon,60,213467956358.27194,0.6093569959939071,4.190127003611666e-11,5.203127705097402e-09,0.0
Silicon,60,2958555786509.3267,1.8755242523724078,1.289668432045504e-10,2.2195372518379867e-07,0.0
Silicon,60,3391046165592.9893,4.4893429011329875,3.087010905294957e-10,6.08942761236765e-07,0.0
Silicon,60,92773266350.0022,0.07475228123199093,5.14019785168546e-12,2.774005318802306e-10,0.0
Silicon,60,2565344360913.412,0.046473513565725176,3.1956624019198954e-12,4.768822638306642e-09,0.0
Silicon,60,1140213918237.7104,0.16203634350625984,1.114211969265491e-11,7.390243765047366e-09,0.0
Silicon,60,3229412224143.155,0.485108618539836,3.335756765889075e-11,6.266462810998981e-08,0.0
Silicon,60,880088480734.9073,0.14046072698551232,9.658513629255285e-12,4.944714712624007e-09,0.0
Silicon,60,3457779313131.305,2.0453453025420347,1.4064426338312434e-10,2.8289410701360556e-07,0.0
Silicon,60,1939809378039.6816,0.023418332133424057,1.6103168831557663e-12,1.8170840116185606e-09,0.0
Silicon,60,4684282643796.306,0.37949436097618233,2.609520494715965e-11,7.110635394157204e-08,0.0
Silicon,60,696229511288.5063,0.20419254818202384,1.4040910594260728e-11,5.68659512118101e-09,0.0
Silicon,60,1711921091740.79,2.68149586149227,1.8438794160367746e-10,1.836203729081703e-07,0.0
Silicon,60,576232870990.5394,1.1070911474842482,7.612700835520656e-11,2.5517692414522365e-08,0.0
Silicon,60,4624221155210.028,2.4307623469357904,1.6714673034393069e-10,4.4961530671953844e-07,0.0
Silicon,60,4387923373371.095,3.5873598765981356,2.466779505187983e-10,6.296424100487443e-07,0.0
Silicon,60,1297128722298.6265,0.6873604434209133,4.726502812189352e-11,3.5663798949327465e-08,0.0
Silicon,60,3303320389710.553,0.2669897861803519,1.8359042730576662e-11,3.5278112181360695e-08,0.0
Silicon,60,4087938779004.067,0.21533509952414853,1.4807106856463532e-11,3.521106815301868e-08,0.0
Silicon,60,2780452049881.317,0.252210508951664,1.7342773958462535e-11,2.8050369064650582e-08,0.0
Silicon,60,2652956385996.472,1.2330354191910096,8.478732566177904e-11,1.3084756758010504e-07,0.0
Silicon,60,1216842931593.254,0.041286402469060776,2.838980614072094e-12,2.009562680615635e-09,0.0
Silicon,60,474582811351.4371,0.05272703015113832,3.625673526504326e-12,1.0009336881335686e-09,0.0
Silicon,60,4487106632187.101,0.936858154628872,6.442126172460456e-11,1.681512975621512e-07,0.0
Silicon,60,4503086105245.019,1.0273819330814222,7.064595646113276e-11,1.850555723055488e-07,0.0
Silicon,60,3169176271793.607,1.0944099040358388,7.52550068690189e-11,1.38735115979452e-07,0.0
Silicon,60,1701758657333.0164,0.4650248512972217,3.197654576186191e-11,3.165440266280183e-08,0.0
Silicon,60,1752555777317.1777,1.6396130814685241,1.1274486209730644e-10,1.1494053513969931e-07,0.0
Silicon,60,3632518837562.4946,0.7627643634457464,5.245003467062257e-11,1.1083023675352157e-07,0.0
Silicon,60,4486580197163.359,0.11145195308167338,7.66378069478092e-12,2.0001525025256627e-08,0.0
Silicon,60,4436561257082.936,1.5950386170125093,1.0967978418047648e-10,2.830594612715538e-07,0.0
Silicon,60,3901578973829.543,3.0590509794052685,2.1034979820530184e-10,4.774051592448107e-07,0.0
Silicon,60,3213737914309.896,0.061914035317851175,4.257400390796344e-12,7.95901930915601e-09,0.0
Silicon,60,429858425325.2937,0.4965140885877198,3.41418430237542e-11,8.537230570885624e-09,0.0
Silicon,60,816527283332.1227,0.6684858754542775,4.596715450366242e-11,2.183347823322308e-08,0.0
Silicon,60,4493785400750.125,0.15837547849242023,1.089038730175905e-11,2.846821652344214e-08,0.0
Silicon,60,3036081007701.3535,2.0227508426720457,1.3909059850267373e-10,2.4564941666994025e-07,0.0
Silicon,60,55893287566.98194,0.3342841351083731,2.2986410111070095e-11,7.473695717076858e-10,0.0
Silicon,60,516342998901.5002,1.5278972807698215,1.0506293842505548e-10,3.1556762558645485e-08,0.0
Silicon,60,3320873827849.198,1.1116807564070055,7.644260404721786e-11,1.4767006115502498e-07,0.0
Silicon,60,35257303392.63125,0.9114171830964174,6.267186190615528e-11,1.2853644856675093e-09,0.0
Silicon,60,812432176573.3182,0.21337002903203608,1.4671982537105048e-11,6.933947084080367e-09,0.0
Silicon,60,2748181608939.2646,0.24936371572386767,1.7147019659161643e-11,2.7411871099563683e-08,0.0
Silicon,60,3462557036486.5396,0.048506029523401745,3.3354244799057425e-12,6.718195753531142e-09,0.0
Silicon,60,3263286684917.9766,0.2753746929512877,1.893561483058773e-11,3.594506275485254e-08,0.0
Silicon,60,1129103854208.1934,0.42379753914727514,2.914162838072881e-11,1.9140457394205446e-08,0.0
Silicon,60,3563774314524.204,1.7906319283158452,1.2312938467420948e-10,2.552563229159582e-07,0.0
Silicon,60,1193872946609.0325,0.4563258645508015,3.137837655218898e-11,2.1791804181007183e-08,0.0
Silicon,60,1633744493814.7458,1.4049545149711364,9.660901393976203e-11,9.181346811577046e-08,0.0
Silicon,60,3734992111538.9404,0.5788230646004096,3.9801662559720354e-11,8.647598321037297e-08,0.0
Silicon,60,3251668166245.601,1.5365049360034735,1.0565482739768434e-10,1.9984816750726919e-07,0.0
Silicon,60,4247624818365.9478,3.7410826544262443,2.572484037454352e-10,6.35628621219971e-07,0.0
Silicon,60,3291488332578.7134,0.2742283911898856,1.885679157925369e-11,3.6104782002533596e-08,0.0
Silicon,60,2845859930644.0034,1.982980111828235,1.3635584015317434e-10,2.257313457406376e-07,0.0
Silicon,60,477437091462.18146,0.9723958114748497,6.686494082526929e-11,1.85703131192224e-08,0.0
Silicon,60,1844901857266.5732,1.6998784071623336,1.1688889211962865e-10,1.2544435322004535e-07,0.0
Silicon,60,1333359814731.81,1.0543635706083367,7.250129723421738e-11,5.623384060665207e-08,0.0
Silicon,60,1227508320461.627,0.551559961145867,3.792696731968606e-11,2.708177766160174e-08,0.0
Silicon,60,4865322668214.703,0.25886780548492516,1.7800550239993023e-11,5.0379016083872034e-08,0.0
Silicon,60,1971557646087.1345,0.07260857025235319,4.992789660382628e-12,5.726079274099272e-09,0.0
Silicon,60,4461312310333.795,0.7668332574855204,5.272982439820391e-11,1.3684330606374069e-07,0.0
Silicon,60,3159381743726.342,4.638323175857697,3.1894543458779765e-10,5.861693425323037e-07,0.0
Silicon,60,3976108404672.8257,1.3395703490751951,9.211299664726592e-11,2.130510769443358e-07,0.0
Silicon,60,2518159094594.9087,0.39652351566107097,2.726618224557316e-11,3.9940371887306904e-08,0.0
Silicon,60,2888750384285.5317,1.7556482012777233,1.2072379549884734e-10,2.0286517664444904e-07,0.0
Silicon,60,2467663292156.131,1.4652683075533361,1.0075637669509888e-10,1.4463155262836433e-07,0.0
Silicon,60,984262509112.2421,0.3307785869456578,2.2745357786806612e-11,1.3022918477909405e-08,0.0
Silicon,60,3615036055154.9116,0.014410828791711858,9.909331190345452e-13,2.0838266266681147e-09,0.0
Silicon,60,1411054088579.8704,0.12574763740942413,8.646796124662281e-12,7.097468715833079e-09,0.0
Silicon,60,131336672492.95465,2.0980633793289707,1.4426932124863907e-10,1.1022106516815629e-08,0.0
Silicon,60,3230906756576.7676,1.811327900016193,1.2455250364154267e-10,2.3408926202153303e-07,0.0
Silicon,60,893782290241.1742,0.3498539752679954,2.4057040433256518e-11,1.2507731490600322e-08,0.0
Silicon,60,4702888335921.042,0.33574609712251186,2.3086939136813135e-11,6.315905615953898e-08,0.0
Silicon,60,4770103599242.911,1.5743844621104204,1.0825954066541087e-10,3.0039907957220126e-07,0.0
Silicon,60,4575173307200.038,2.7763954770722648,1.909135324229889e-10,5.080996190772776e-07,0.0
Silicon,60,1857091914274.6675,1.5102138418915225,1.0384697052368067e-10,1.1218423658409712e-07,0.0
Silicon,60,87128516479.04846,0.9303355933914526,6.397275025836556e-11,3.2423504031941002e-09,0.0
Silicon,60,4642309627312.75,0.2779579722453238,1.9113249097511282e-11,5.161467882171188e-08,0.0
Silicon,60,2146638900103.3984,0.7460162718535668,5.129838413898488e-11,6.405710197083915e-08,0.0
Silicon,60,4833607547027.911,0.2659360518835732,1.8286584704155508e-11,5.1417220296449826e-08,0.0
Silicon,60,4818463685675.372,1.6503193883940372,1.134810608453716e-10,3.180801617097063e-07,0.0
Silicon,60,4266517182782.127,0.48932685324698766,3.364762651224286e-11,8.350885709499924e-08,0.0
Silicon,60,1479299971427.2327,1.7939451580707628,1.2335721259046416e-10,1.0615132084304409e-07,0.0
Silicon,60,1931637665723.607,0.48063468800166165,3.304992637006448e-11,3.7136482671892955e-08,0.0
Silicon,60,4257171990869.1157,1.738120537639042,1.1951853918431418e-10,2.9597912278365193e-07,0.0
Silicon,60,1591440805729.8254,0.4054418311269383,2.7879433175749272e-11,2.5809466976209223e-08,0.0
Silicon,60,855768805963.6016,0.5800554958669224,3.988640834197707e-11,1.9855735963626444e-08,0.0
Silicon,60,2788438299667.1675,0.9557813717452848,6.572248060870646e-11,1.0660549532331899e-07,0.0
Silicon,60,4681412323062.297,0.07288000306407469,5.011454219278935e-12,1.364725377795909e-08,0.0
Silicon,60,3483188685408.115,2.9605014674941414,2.0357322923561218e-10,4.124794085883886e-07,0.0
Silicon,60,2854605238745.931,0.8523909759313033,5.861303750290195e-11,9.732958981413021e-08,0.0
Silicon,60,494910703916.135,0.708910805587858,4.8746897617886455e-11,1.4033901832289646e-08,0.0
Silicon,60,3078886061228.857,1.828800938447499,1.2575400375801776e-10,2.2522678872593033e-07,0.0
Silicon,60,4950368712020.273,2.0081463724118214,1.380863499978872e-10,3.9764259884577977e-07,0.0
Silicon,60,709019236030.2549,0.7386894742862727,5.079457089750989e-11,2.094980186888175e-08,0.0
Silicon,60,2596464965295.0464,2.620895814001527,1.8022089507626466e-10,2.722025663497363e-07,0.0
Silicon,60,4388091628920.4976,0.06692832492682499,4.602198439109891e-12,1.1747504893962875e-08,0.0
Silicon,60,3706435402593.48,0.12016488629445052,8.26290890657694e-12,1.7815335548414862e-08,0.0
Silicon,60,3488108547566.387,0.9082933712185997,6.245705894845562e-11,1.267290348738195e-07,0.0
Silicon,60,3515395579095.6753,0.43705773363796174,3.005344032961672e-11,6.145723298561864e-08,0.0
Silicon,60,1803860844586.5784,0.6240412923461293,4.2911007629661867e-11,4.502734610673554e-08,0.0
Silicon,60,1475023302879.8218,0.3976148291833713,2.734122433566583e-11,2.34596455446421e-08,0.0
Silicon,60,4048712165837.7827,0.5187323185322787,3.566963717193332e-11,8.400791395419508e-08,0.0
