Material,BeamEnergy_MeV,Fluence_cm2,DepositedEnergy_MeV,Dose_Gray,DamageIndex,LightYield_photons
GaN,60,4928964246771.7295,0.044205396079766514,1.1516260405053709e-12,1.0894340839577617e-08,530.4647529571981
Scintillating_Fibre,60,4392181991400.116,1.2782373343880882,1.950444088009435e-10,3.7428340005564333e-07,10225.898675104705
Silicon,60,1744881989929.8674,0.09721209629717062,6.6846041392875886e-12,6.784945441290439e-09,0.0
Silicon,60,2883204430900.325,1.5889703796543904,1.0926251342809748e-10,1.8325305756755644e-07,0.0
Diamond,60,4373656661655.6885,1.7589591424487825,8.006162383092586e-11,1.789089156035185e-07,26384.387136731737
Silicon,60,1335735542859.158,1.6179173413805659,1.1125299596622812e-10,8.644438793160864e-08,0.0
Scintillating_Fibre,60,4804436417432.402,1.0177018860477438,1.55289676932188e-10,3.2596560022782807e-07,8141.61508838195
GaN,60,4144869889512.7393,0.7216881142898276,1.8801207527689042e-11,1.4956516672695676e-07,8660.257371477932
Scintillating_Fibre,60,2790733127877.1,0.6917929347007266,1.0555969563036285e-10,1.2870729736670916e-07,5534.343477605812
Silicon,60,2934691574131.6943,0.02975168211565525,2.045817598800881e-12,3.492480432842324e-09,0.0
Diamond,60,3114867812008.266,1.1246610675750757,5.119060992180212e-11,8.146908276298737e-08,16869.916013626134
Diamond,60,125568173683.11432,0.23496341614773053,1.0694706991010536e-11,6.861378383259558e-10,3524.451242215958
Scintillating_Fibre,60,906865567494.1187,2.200679328299021,3.357985148775357e-10,1.3304802052869783e-07,17605.43462639217
Silicon,60,2794664388391.1426,0.7227650088575126,4.9699555445979806e-11,8.079542525717197e-08,0.0
Scintillating_Fibre,60,510872030240.05945,0.1319472972910161,2.0133649597497154e-11,4.493878910116673e-09,1055.5783783281288
GaN,60,4889371023255.93,0.7785662141973279,2.0282979139230486e-11,1.9033495436912426e-07,9342.794570367934
GaN,60,867837377299.7914,0.6566630581842212,1.710719379774952e-11,2.8493837309212744e-08,7879.956698210654
GaN,60,3757399646271.323,0.7199975690944131,1.8757165939051818e-11,1.3526593057157802e-07,8639.970829132957
Scintillating_Fibre,60,3465739770746.2734,0.20535299817073768,3.13345206294469e-11,4.744667018682083e-08,1642.8239853659015
Scintillating_Fibre,60,3582854136351.1147,0.1109776369232511,1.6933919078637564e-11,2.650777903286283e-08,887.8210953860089
Diamond,60,2057446899674.8242,0.20098830568441314,9.148279647768552e-12,9.616808520960273e-09,3014.824585266197
Silicon,60,3428299446853.2505,0.8616044437822543,5.924658402313528e-11,1.1815352152100022e-07,0.0
Diamond,60,4732854338573.272,0.5188553964381921,2.361646985981087e-11,5.710853521220123e-08,7782.830946572882
Scintillating_Fibre,60,414508588739.90045,0.21179670138242854,3.2317756097228504e-11,5.8527701193197725e-09,1694.3736110594282
Diamond,60,65720240462.20409,0.7722746546209973,3.515122176535993e-11,1.180327348943199e-09,11584.11981931496
GaN,60,2234434924251.907,0.46602998980251054,1.21408768953136e-11,5.206568424817449e-08,5592.359877630126
Diamond,60,3116493971490.809,1.2566834796653992,5.719980504120197e-11,9.108015089417e-08,18850.25219498099
Silicon,60,693032795262.2201,0.8174971770631599,5.621363206639715e-11,2.2662094149562234e-08,0.0
Diamond,60,759410306596.3723,1.378216788429991,6.273157312746486e-11,2.4340279857160167e-08,20673.251826449865
Diamond,60,3942821726005.7427,1.920619031341964,8.741981248964398e-11,1.7610833591058607e-07,28809.28547012946
Diamond,60,3674371308521.5283,1.9386276042786885,8.823949929043264e-11,1.656566894667312e-07,29079.414064180328
Silicon,60,546191550045.01385,0.7901262510368491,5.433152261314244e-11,1.7262411271402894e-08,0.0
Scintillating_Fibre,60,1203168320933.5776,0.5356749584904938,8.173787666612373e-11,4.2967142691544766e-08,4285.399667923951
Diamond,60,1114957825583.9238,1.2619071089729952,5.743756624586231e-11,3.272030712347503e-08,18928.60663459493
Silicon,60,2198971767047.2139,0.19407951473768117,1.3345507164052276e-11,1.7071014938815382e-08,0.0
Diamond,60,4799320590911.978,0.9638629518703744,4.387164614283172e-11,1.0757877469136486e-07,14457.944278055616
Scintillating_Fibre,60,2589369445459.8057,1.7433201362102202,2.6601072912698e-10,3.009399929571714e-07,13946.561089681762
GaN,60,4646464915542.822,0.7463012311392312,1.9442421244010624e-11,1.733831243457426e-07,8955.614773670774
Silicon,60,1737464685491.0579,0.11417919670867477,7.85131439410749e-12,7.935292883962371e-09,0.0
Diamond,60,4177403311477.149,1.0402163611951454,4.7346984363057895e-11,1.0105589004440257e-07,15603.24541792718
Diamond,60,394702579519.0953,2.2170600826352596,1.0091276486353865e-10,2.0350682175929196e-08,33255.901239528896
Silicon,60,2049410815731.9604,0.9251058244548872,6.361313518562794e-11,7.583687529337913e-08,0.0
Silicon,60,719113729564.586,0.2728255379533253,1.8760327055710675e-11,7.847703604723211e-09,0.0
GaN,60,2413764433070.2163,0.22285019379133814,5.805628024204978e-12,2.689539358381686e-08,2674.2023254960577
Scintillating_Fibre,60,2571445910354.717,1.6197866219267736,2.471609266589179e-10,2.776795789733923e-07,12958.292975414188
Scintillating_Fibre,60,4098947695959.247,0.299434110514375,4.569022316037346e-11,8.182431715896694e-08,2395.472884115
GaN,60,2189692459178.331,0.9791764226085873,2.5509217573577665e-11,1.0720476143956192e-07,11750.117071303048
GaN,60,4285989118631.273,0.05914846823891981,1.5409185828135374e-12,1.267548456278589e-08,709.7816188670378
Scintillating_Fibre,60,1894541510666.3118,0.8079433231327618,1.2328291747208077e-10,1.0204547759604685e-07,6463.546585062095
Silicon,60,4542210187838.56,0.48419366219655907,3.329465243339412e-11,8.797237541264293e-08,0.0
GaN,60,3274574712843.476,3.8400550540862333,1.0003999035050214e-10,6.287273588018783e-07,46080.6606490348
Diamond,60,4970475898649.034,2.616293756247264,1.1908447529500688e-10,3.0242383858634826e-07,39244.406343708964
GaN,60,752433825351.1737,1.1065423892494015,2.882731845866026e-11,4.162999614280773e-08,13278.508670992818
GaN,60,1733695726456.4358,0.17766933755946512,4.6285895813174606e-12,1.540122856245953e-08,2132.0320507135816
Diamond,60,3682571130310.6235,2.468968834460845,1.12378763840809e-10,2.1144542677725994e-07,37034.53251691267
GaN,60,4044068460998.301,1.0000777579172553,2.605373304357509e-11,2.022191459669533e-07,12000.933095007063
Scintillating_Fibre,60,291044958553.8702,0.5937488150932551,9.059928348248678e-11,1.1520506618681731e-08,4749.990520746041
Silicon,60,152975613612.49603,0.5698591366423542,3.918527517363292e-11,3.4869820440220543e-09,0.0
Scintillating_Fibre,60,1658071064470.6033,0.7736390496771363,1.1804847739159181e-10,8.551656817427968e-08,6189.1123974170905
Diamond,60,1018599280421.6062,0.46407935043099047,2.1123257206634212e-11,1.0993276567617055e-08,6961.190256464857
Silicon,60,3894943648899.2183,4.938099987982095,3.3955901453841856e-10,7.693448474328067e-07,0.0
GaN,60,1901880463795.1516,0.6501347670734684,1.693712066845154e-11,6.182393061655205e-08,7801.617204881621
Diamond,60,3905229743450.9233,0.3167902528841118,1.4419176345621198e-11,2.8770667860427278e-08,4751.853793261676
Diamond,60,3120559851561.7505,0.018832654835562575,8.571961058080013e-13,1.3667075948413218e-09,282.4898225334386
Diamond,60,107346833871.47437,1.888841454161243,8.597340912011535e-11,4.715375576497698e-09,28332.621812418645
Diamond,60,2776641468224.3857,0.9922616698541777,4.516425574451609e-11,6.40733697638764e-08,14883.925047812667
Diamond,60,2651926148262.4717,0.7655198804417312,3.484376823994696e-11,4.7211678789725315e-08,11482.798206625968
Scintillating_Fibre,60,3546757823171.6074,1.3343086277892398,2.036002473591775e-10,3.154979709424573e-07,10674.469022313919
GaN,60,3703237274036.3584,1.3835913576643413,3.604491709630332e-11,2.56188354386858e-07,16603.096291972095
Scintillating_Fibre,60,4404896921883.761,0.2924861106943063,4.46300377935432e-11,8.589141124607352e-08,2339.8888855544506
Silicon,60,4829503275394.4795,5.562360055116812,3.8248506579858604e-10,1.0745374442044027e-06,0.0
GaN,60,4909728252321.932,0.2915647847427675,7.59576043608402e-12,7.15751930516864e-08,3498.77741691321
Silicon,60,4388529704525.598,1.6212271278584767,1.1148058711211564e-10,2.8459213633558583e-07,0.0
GaN,60,1348812279963.0042,0.629301866171749,1.6394388031594355e-11,4.24405042448045e-08,7551.622394060988
Diamond,60,4319736712172.25,1.7901636163503367,8.148194155807336e-11,1.798380347521765e-07,26852.454245255052
Silicon,60,4765550718441.81,1.933115600321799,1.329270022542309e-10,3.684944175177848e-07,0.0
Diamond,60,2603248217872.69,0.6696242661844357,3.0478937693050544e-11,4.053949250206838e-08,10044.363992766535
Diamond,60,845241333964.4833,0.4529868122329964,2.0618363943848358e-11,8.9042599404683e-09,6794.802183494946
Silicon,60,514218596943.127,1.4630943257506976,1.0060688698846578e-10,3.009401245531897e-08,0.0
Silicon,60,1906728933591.8618,0.0950729745523835,6.537511517954413e-12,7.2511356552668965e-09,0.0
GaN,60,453087491551.237,1.1827960094208774,3.0813855453234815e-11,2.6795503846265933e-08,14193.552113050528
Diamond,60,3022568704988.6772,3.209296214413898,1.4607585820481987e-10,2.255887977378158e-07,48139.44321620847
Diamond,60,4439871034844.509,0.27650195278756684,1.2585394849919996e-11,2.8549604913010743e-08,4147.529291813503
Scintillating_Fibre,60,4062027426252.164,1.2279017556248712,1.873637747454339e-10,3.325180405394273e-07,9823.21404499897
GaN,60,2554807559571.313,0.7269406855551732,1.8938045976955893e-11,9.285967794081549e-08,8723.288226662078
Silicon,60,1405175908910.9277,0.3107364775183055,2.1367200409883208e-11,1.74655764891426e-08,0.0
Diamond,60,1995659843983.3381,0.8635144890863629,3.930413761717014e-11,4.00763067573824e-08,12952.717336295444
Diamond,60,379973919058.3739,0.5998021397963585,2.730088046417414e-11,5.300213249256303e-09,8997.032096945379
GaN,60,2463717548385.857,0.0006281317261829471,1.6363903887086082e-14,7.737695782474134e-11,7.537580714195365
Scintillating_Fibre,60,4029691677213.1636,0.19801131049606988,3.021426299529459e-11,5.319496866000563e-08,1584.090483968559
Silicon,60,2055798832173.9685,0.345445868790939,2.375392541027754e-11,2.8406688545589377e-08,0.0
Diamond,60,4358426796145.615,8.913706480244207,4.057205184237972e-10,9.034822599179807e-07,133705.59720366308
Scintillating_Fibre,60,1587124120008.9023,1.2661821092106265,1.932049192128649e-10,1.3397254439012876e-07,10129.456873685012
Silicon,60,1557009012618.351,1.321854210159461,9.089478019026975e-11,8.232555674343172e-08,0.0
Diamond,60,4247456636893.542,0.11537206495782919,5.251329972560647e-12,1.1396228907377778e-08,1730.5809743674379
Scintillating_Fibre,60,1817030677839.857,0.06307412045517907,9.624389934369408e-12,7.640507456321789e-09,504.59296364143256
Silicon,60,2835362069300.655,0.23354787585524,1.6059473636813237e-11,2.6487711542627427e-08,0.0
Scintillating_Fibre,60,4291551017232.107,0.18192965790451465,2.7760386600138598e-11,5.205069389632061e-08,1455.4372632361171
Scintillating_Fibre,60,4939967707462.702,0.20945992598940083,3.1961190878256974e-11,6.898168469301118e-08,1675.6794079152066
Silicon,60,3048246802199.873,0.660139094522006,4.539320405413166e-11,8.049067535535298e-08,0.0
Scintillating_Fibre,60,4639043808039.777,0.9114704707909811,1.3907997703732322e-10,2.818900962489335e-07,7291.763766327848
Silicon,60,1264636459415.4426,5.962441649982755,4.09995912565209e-10,3.0161284390821446e-07,0.0
Diamond,60,122919962543.22021,1.192823624463693,5.4293129393273856e-11,3.4098101218545426e-09,17892.354366955395
GaN,60,2588291665654.661,0.9791022102604312,2.550728421520419e-11,1.2671010453205658e-07,11749.226523125175
Diamond,60,4616649993350.325,0.3988406640974578,1.8153822022831386e-11,4.2821110447752745e-08,5982.609961461867
Silicon,60,2012137698062.342,2.847722156390761,1.9581817530155145e-10,2.292003641792494e-07,0.0
Silicon,60,3284123849969.2793,0.1620750709593841,1.1144782712004549e-11,2.1290984240927067e-08,0.0
Scintillating_Fibre,60,1501073733725.387,0.27836928476448236,4.247597149180556e-11,2.7856854775725802e-08,2226.954278115859
Diamond,60,3664392894571.8467,3.0044855514147115,1.367535983172052e-10,2.560375699173918e-07,45067.28327122067
GaN,60,1843577716832.99,0.5220011107563834,1.3599020156612398e-11,4.811748079762691e-08,6264.013329076602
Diamond,60,2792769271614.4224,0.8282132811924099,3.7697350990365206e-11,5.379089772225854e-08,12423.19921788615
Scintillating_Fibre,60,2418982352403.726,0.3185400303268925,4.860556817039434e-11,5.136951412632671e-08,2548.3202426151397
Silicon,60,3326251345765.1084,2.652009416181666,1.823603625072078e-10,3.5284999558224025e-07,0.0
Silicon,60,2471774524381.3784,3.5544937873290987,2.444179766602118e-10,3.5143628762367794e-07,0.0
Diamond,60,695008935575.1447,1.7360112960376584,7.90171187012959e-11,2.80591479768735e-08,26040.169440564874
Silicon,60,2042601253311.271,0.1783874747722448,1.2266474005604942e-11,1.45749791817928e-08,0.0
Diamond,60,1405916492162.0237,0.040537040562705615,1.8451032854760136e-12,1.3253882295476452e-09,608.0556084405843
Diamond,60,424370721843.1601,0.8507515383927053,3.872321306198934e-11,8.396140568764914e-09,12761.27307589058
Scintillating_Fibre,60,3382040640487.198,0.4304717562673743,6.568507032918683e-11,9.705819828521064e-08,3443.774050138994
GaN,60,4055448383547.8374,0.022711878517407483,5.916832117564215e-13,4.6053425510377516e-09,272.5425422088898
GaN,60,1310516868244.5215,0.1806160454550178,4.705356352961308e-12,1.1835018712221005e-08,2167.3925454602136
GaN,60,3596071542502.008,1.8210905453755186,4.744251788601217e-11,3.274385943272182e-07,21853.086544506223
Silicon,60,892715784611.6798,0.7385061275108309,5.0781963406665364e-11,2.6371043082454587e-08,0.0
GaN,60,1712247537584.325,0.22993717075464298,5.990255873815836e-12,1.9685467721187195e-08,2759.246049055716
GaN,60,2661069909609.0015,0.3542823585532357,9.229660312631272e-12,4.713850619256614e-08,4251.3883026388285
Scintillating_Fibre,60,4172105922531.266,0.5734953035311364,8.750882908681106e-11,1.5951221016040803e-07,4587.962428249091
Diamond,60,4139490951162.7837,0.5228174248393882,2.3796807435487812e-11,5.0330186028671544e-08,7842.261372590823
Scintillating_Fibre,60,3676590975636.934,0.010046378931554996,1.5329626091960745e-12,2.4624284078389417e-09,80.37103145243996
Scintillating_Fibre,60,3843456471043.0674,0.09115651219789847,1.3909441972688472e-11,2.3357072445648616e-08,729.2520975831877
GaN,60,3080441132789.445,1.686399946208962,4.393359781816382e-11,2.5974278803179976e-07,20236.799354507544
Diamond,60,3442644777730.1616,1.5451547354956376,7.033000040103411e-11,1.2370741583579272e-07,23177.321032434564
Silicon,60,3984938890675.5854,2.71684743292601,1.8681882489636887e-10,4.3305883981995956e-07,0.0
Silicon,60,1607047509142.7527,0.5478334073482422,3.7670717965030324e-11,3.521577250816719e-08,0.0
Silicon,60,1581443038498.5896,3.5877815680111316,2.4670694732343666e-10,2.2695488737539033e-07,0.0
Diamond,60,1577444150925.1692,1.0920615443879722,4.970679446555458e-11,4.006200222430497e-08,16380.923165819582
Silicon,60,3562949961450.596,3.2337937421418803,2.223656505487072e-10,4.6087381155614365e-07,0.0
Silicon,60,1124828599198.8289,0.8142440039731959,5.5989933832007514e-11,3.663539769580862e-08,0.0
Silicon,60,3947035948004.759,0.28377856163863235,1.9513490810565838e-11,4.480336736243065e-08,0.0
Scintillating_Fibre,60,3420087185785.786,0.04367858734561091,6.664853245084846e-12,9.958971791596605e-09,349.4286987648873
GaN,60,1748434877497.3984,0.8556337809872175,2.2290720832879677e-11,7.480099725215108e-08,10267.60537184661
Scintillating_Fibre,60,3784236002502.2334,0.7590881814927228,1.1582818120228671e-10,1.9150458836524742e-07,6072.7054519417825
Scintillating_Fibre,60,3914312449478.259,0.012463250966643415,1.9017496603558803e-12,3.2523372279802845e-09,99.70600773314732
GaN,60,4194999327311.3076,0.7901011581092506,2.058348412194275e-11,1.657236913388096e-07,9481.213897311007
Silicon,60,4218767813887.0537,0.14378464948157735,9.887076811433202e-12,2.4263762054556414e-08,0.0
Diamond,60,3573930594543.166,2.2821434533855944,1.0387513062912873e-10,1.896795885858412e-07,34232.15180078392
Scintillating_Fibre,60,4753957865333.806,0.3584505734173102,5.4695460925499616e-11,1.1360392818870898e-07,2867.6045873384815
Diamond,60,4710676245389.131,0.642098447875132,2.92260594095619e-11,7.034227687457245e-08,9631.47671812698
Silicon,60,4478116149754.428,0.09034792811692609,6.2126027240505e-12,1.6183540639890355e-08,0.0
Scintillating_Fibre,60,4931681040438.125,0.3646151769164183,5.56361089668521e-11,1.198777170036462e-07,2916.9214153313465
Silicon,60,40376779568.19412,0.2698375434211052,1.8554863318387397e-11,4.358068403974791e-10,0.0
GaN,60,1068903679573.6006,2.580081019534226,6.72155155752414e-11,1.3789290476890705e-07,30960.972234410714
Scintillating_Fibre,60,2917600225863.5854,0.6624576084071412,1.0108346009883365e-10,1.288524311942484e-07,5299.660867257129
Silicon,60,3284168998318.737,0.21458929826530726,1.475582325728369e-11,2.8189900829355794e-08,0.0
Scintillating_Fibre,60,3254610371222.9087,0.441187304807772,6.732014057303963e-11,9.57261851919505e-08,3529.498438462176
GaN,60,2003965151290.7173,0.9434577522684887,2.4578685228122394e-11,9.45328228630561e-08,11321.493027221864
Diamond,60,3577281747702.9907,2.921246091360948,1.3296483132547396e-10,2.430260540273075e-07,43818.69137041422
Silicon,60,1978934617232.2556,0.5708788868742066,3.925539635073461e-11,4.5189279659295375e-08,0.0
Scintillating_Fibre,60,2120646960803.2349,0.3239791738620327,4.943551931221633e-11,4.580303002760417e-08,2591.8333908962613
Diamond,60,3799587850469.7935,0.16123856413991913,7.339011440161808e-12,1.4247443937982123e-08,2418.578462098787
Scintillating_Fibre,60,631649869375.4064,1.681235275204414,2.565372888787626e-10,7.079680279814623e-08,13449.882201635312
Silicon,60,3861372878392.1777,1.625872294653394,1.1180000313509763e-10,2.511239672921548e-07,0.0
Silicon,60,3370223979787.9956,3.1994230782402853,2.2000221748905668e-10,4.3131089519090135e-07,0.0
Silicon,60,3271745817264.046,0.9380050060466407,6.450012277200887e-11,1.227565582042333e-07,0.0
GaN,60,3875500367272.0444,0.1474855027524806,3.842249151219014e-12,2.8579006004227034e-08,1769.8260330297671
Diamond,60,1641392997429.9204,3.4513354069022593,1.5709262960882562e-10,1.3174413415514682e-07,51770.03110353389
GaN,60,1735109311834.0098,0.7166511078933498,1.8669984911293778e-11,6.217340053209555e-08,8599.813294720198
Scintillating_Fibre,60,4076434828091.6816,0.5734512353013695,8.750210477858553e-11,1.558424391863134e-07,4587.609882410957
Scintillating_Fibre,60,2199281213483.128,0.23247431940882768,3.547292429242243e-11,3.408509355287406e-08,1859.7945552706215
Diamond,60,3496131659359.032,0.96112096788099,4.3746840690896715e-11,7.814431265773315e-08,14416.81451821485
GaN,60,3794759784547.323,1.0626450968501138,2.7683719045062037e-11,2.0162414393866036e-07,12751.741162201366
GaN,60,1422460585301.1382,0.7699112612648988,2.0057502838591797e-11,5.475842116644028e-08,9238.935135178786
Silicon,60,4478858612177.875,1.835645883093067,1.262246833036073e-10,3.288639348960098e-07,0.0
Diamond,60,4917797748846.086,0.42492858813168105,1.934125242422775e-11,4.859797335196109e-08,6373.928821975216
Scintillating_Fibre,60,3118748317622.489,0.04790856787873729,7.310299931805268e-12,9.960984364767649e-09,383.2685430298983
Scintillating_Fibre,60,3490185883801.2305,0.24683627470154787,3.766439453345961e-11,5.743363210489502e-08,1974.690197612383
GaN,60,4929779844140.433,0.1228030018309375,3.1992278613575843e-12,3.026958816130482e-08,1473.6360219712499
Silicon,60,1333772594539.4016,0.08378749335420387,5.761486957177611e-12,4.470138496039575e-09,0.0
Silicon,60,4861426248989.624,2.498311118070928,1.717915925815828e-10,4.85814209901305e-07,0.0
Silicon,60,4232159810545.8555,0.6083135822232459,4.1829521680963095e-11,1.0297921179577613e-07,0.0
Silicon,60,1785245967821.57,0.9749517527476973,6.704069524537794e-11,6.962114741653596e-08,0.0
Scintillating_Fibre,60,2843964339637.53,0.5129665006481804,7.827282552461919e-11,9.725722901813846e-08,4103.732005185443
GaN,60,1084543542836.0957,0.14328153653873765,3.732728653847718e-12,7.769753263036101e-09,1719.3784384648518
Diamond,60,3919300009397.62,1.7024536070722525,7.748969091417675e-11,1.551727078650533e-07,25536.804106083786
Diamond,60,2595932476878.275,0.22021928762312887,1.0023606200114334e-11,1.329475350641577e-08,3303.289314346933
Scintillating_Fibre,60,3179473819491.3145,1.1039609275687074e-05,1.6845182085066967e-15,2.3400099112973684e-12,0.0883168742054966
Diamond,60,548121044630.71,0.1267721343777909,5.770220973221847e-12,1.6159645284934768e-09,1901.5820156668633
Scintillating_Fibre,60,4276496224292.621,1.6466259815837234,2.5125630620702945e-10,4.69452652870995e-07,13173.007852669787
Scintillating_Fibre,60,4439261028608.673,1.032323254310367,1.5752073062771274e-10,3.0551682611909953e-07,8258.586034482936
Diamond,60,3498279412930.8896,1.102442822804584,5.017931368866614e-11,8.968960537094635e-08,16536.64234206876
GaN,60,1287483366392.3738,0.8616402000941231,2.2447198305476458e-11,5.546737127180901e-08,10339.682401129478
GaN,60,4517636978431.882,1.1485453065076143,2.9921566165534464e-11,2.594355374041589e-07,13782.543678091371
Scintillating_Fibre,60,4368041813244.0073,0.36592238692808726,5.5835574275089784e-11,1.0655761910026251e-07,2927.379095424698
Scintillating_Fibre,60,4651655500860.959,0.0949474980991518,1.4487903095666573e-11,2.9444203455060332e-08,759.5799847932144
Diamond,60,4147810656296.659,2.340264919903604,1.0652061503895329e-10,2.2574362263566084e-07,35103.973798554056
Diamond,60,794553524978.4159,0.5637336430145986,2.5659169550145728e-11,1.0416664028050542e-08,8456.00464521898
Silicon,60,2937971860144.5103,1.1076059778288285,7.616240968059196e-11,1.301646077995577e-07,0.0
GaN,60,360246306482.02686,0.16312856417863164,4.249777609036098e-12,2.9383231363534166e-09,1957.5427701435797
GaN,60,3874970462015.276,2.016015473280476,5.252064505659371e-11,3.906000204963796e-07,24192.185679365713
Diamond,60,784405169481.5634,0.31828085866258693,1.4487023469659759e-11,5.8060732763247444e-09,4774.212879938804
Scintillating_Fibre,60,2249001496836.8477,0.5588211951386061,8.526972785020684e-11,8.378598028872542e-08,4470.569561108849
Silicon,60,3797342337812.9785,0.4256511828303813,2.926909064837684e-11,6.465373030807919e-08,0.0
Scintillating_Fibre,60,1853624417949.245,0.8727549643364984,1.3317243321530006e-10,1.0785066085203707e-07,6982.039714691987
Silicon,60,3895100162797.002,2.6782314191660817,1.8416346846178167e-10,4.1727918547207406e-07,0.0
Diamond,60,1870012552228.984,0.9364648961281788,4.262458316132516e-11,4.072560722050015e-08,14046.973441922682
Scintillating_Fibre,60,3906785927260.6704,0.6647368433475431,1.0143124530233968e-10,1.731323029947908e-07,5317.894746780345
Diamond,60,355128128700.6729,0.41034569615573574,1.8677490553033996e-11,3.388960446422357e-09,6155.185442336036
Scintillating_Fibre,60,2525082967244.412,0.18699724935720122,2.8533643140487677e-11,3.147890461822833e-08,1495.9779948576097
Scintillating_Fibre,60,2701908548679.9673,0.42831647325516886,6.535619877333013e-11,7.715146270857303e-08,3426.531786041351
GaN,60,1475320116220.5413,0.5411492990883937,1.4097863154690123e-11,3.991842234118768e-08,6493.791589060725
Silicon,60,4847367488453.085,0.08734935109637211,6.006411302128132e-12,1.6936576185681122e-08,0.0
Silicon,60,3160979374989.273,0.8592844147473669,5.9087051657508e-11,1.0864721249064621e-07,0.0
Diamond,60,3302739515340.693,3.3234210627458785,1.512704192701759e-10,2.552649783731715e-07,49851.31594118818
Scintillating_Fibre,60,4628069560570.013,0.7661836987468823,1.169108760436457e-10,2.3639676359835938e-07,6129.469589975059
Scintillating_Fibre,60,4232748077078.805,1.9186808214158835,2.927687655672476e-10,5.41419503825071e-07,15349.446571327067
Silicon,60,1364131384975.0315,0.4071323109253883,2.799567579049093e-11,2.2215278526829403e-08,0.0
Diamond,60,402574330380.6439,1.9289685661022806,8.779985389879977e-11,1.8059377414510152e-08,28934.52849153421
Diamond,60,4290950159342.5127,1.8726819950689504,8.523788746760145e-11,1.8687407221253413e-07,28090.229926034255
Silicon,60,1890285032593.3203,0.141904088598008,9.75776363390371e-12,1.072956698962444e-08,0.0
Silicon,60,4588448388879.437,0.07739681791719727,5.322044366119104e-12,1.4205252179062358e-08,0.0
GaN,60,3328914899379.946,1.8009663622587178,4.691824855745809e-11,2.9976318783025735e-07,21611.596347104613
Diamond,60,2134247120874.3127,0.5648313264548322,2.570913223350577e-11,2.8034642610833602e-08,8472.469896822484
